condition,strategy,snr_db,probe_evm_percent,probe_ber,packet_error_rate,probe_pilot_error_percent,estimated_channel_magnitude,selected_modulation,average_ber,success_rate,delivered_bits_per_frame,true_channel_magnitude,interference_present,interference_to_signal_db,interference_bin
21,ml_based,11.113459217518836,30.254310394257768,0.0,0.0,15.934029918367996,1.2943199906316092,QPSK,0.0010416666666666667,1.0,120.0,1.2462841853342521,0,,-1
22,fixed_qpsk,3.4320585118118774,62.89648856219887,0.09999999999999999,1.0,39.8225972811049,0.7745298869902872,QPSK,0.07291666666666666,0.0,0.0,0.5614658866450728,1,-14.779157071106306,-27
22,rule_based,3.4320585118118774,62.89648856219887,0.09999999999999999,1.0,39.8225972811049,0.7745298869902872,QPSK,0.07291666666666666,0.0,0.0,0.5614658866450728,1,-14.779157071106306,-27
22,ml_based,3.4320585118118774,62.89648856219887,0.09999999999999999,1.0,39.8225972811049,0.7745298869902872,QPSK,0.07291666666666666,0.0,0.0,0.5614658866450728,1,-14.779157071106306,-27
23,fixed_qpsk,16.121334510827435,18.73290569201899,0.0,0.0,11.960969305630567,1.0051663840058578,QPSK,0.0,1.0,120.0,0.9875258824550444,1,-21.060672554882636,11
23,rule_based,16.121334510827435,18.73290569201899,0.0,0.0,11.960969305630567,1.0051663840058578,16QAM,0.0067708333333333336,0.75,180.0,0.9875258824550444,1,-21.060672554882636,11
23,ml_based,16.121334510827435,18.73290569201899,0.0,0.0,11.960969305630567,1.0051663840058578,16QAM,0.0067708333333333336,0.75,180.0,0.9875258824550444,1,-21.060672554882636,11
24,fixed_qpsk,20.12622951448296,10.244615942025831,0.0,0.0,7.468805426160554,1.084460462244197,QPSK,0.0,1.0,120.0,1.0545973283063377,0,,-1
24,rule_based,20.12622951448296,10.244615942025831,0.0,0.0,7.468805426160554,1.084460462244197,64QAM,0.013888888888888888,0.375,135.0,1.0545973283063377,0,,-1
24,ml_based,20.12622951448296,10.244615942025831,0.0,0.0,7.468805426160554,1.084460462244197,16QAM,0.0,1.0,240.0,1.0545973283063377,0,,-1
25,fixed_qpsk,9.846883638099177,48.8815525862756,0.008333333333333333,1.0,28.469686114987496,0.8443893918954586,QPSK,0.0020833333333333333,1.0,120.0,0.860968179192337,1,-9.63725222867363,-20
25,rule_based,9.846883638099177,48.8815525862756,0.008333333333333333,1.0,28.469686114987496,0.8443893918954586,QPSK,0.0020833333333333333,1.0,120.0,0.860968179192337,1,-9.63725222867363,-20
25,ml_based,9.846883638099177,48.8815525862756,0.008333333333333333,1.0,28.469686114987496,0.8443893918954586,QPSK,0.0020833333333333333,1.0,120.0,0.860968179192337,1,-9.63725222867363,-20
26,fixed_qpsk,14.026394999657013,25.716532487223827,0.0,0.0,15.57396889821037,0.9322297227793798,QPSK,0.0010416666666666667,1.0,120.0,0.9733733905085364,1,-23.824139500298248,1
26,rule_based,14.026394999657013,25.716532487223827,0.0,0.0,15.57396889821037,0.9322297227793798,16QAM,0.024479166666666666,0.0,0.0,0.9733733905085364,1,-23.824139500298248,1
26,ml_based,14.026394999657013,25.716532487223827,0.0,0.0,15.57396889821037,0.9322297227793798,QPSK,0.0010416666666666667,1.0,120.0,0.9733733905085364,1,-23.824139500298248,1
27,fixed_qpsk,23.870701585140484,6.8798051075065825,0.0,0.0,5.915136382792798,0.8553587808373025,QPSK,0.0,1.0,120.0,0.8663945032016145,0,,-1
27,rule_based,23.870701585140484,6.8798051075065825,0.0,0.0,5.915136382792798,0.8553587808373025,64QAM,0.0,1.0,360.0,0.8663945032016145,0,,-1
27,ml_based,23.870701585140484,6.8798051075065825,0.0,0.0,5.915136382792798,0.8553587808373025,64QAM,0.0,1.0,360.0,0.8663945032016145,0,,-1
28,fixed_qpsk,23.796518297266953,14.660184443596034,0.0,0.0,4.736315503036529,0.9946702696879274,QPSK,0.0020833333333333333,1.0,120.0,0.9962113273690943,1,-18.48519064108342,22
28,rule_based,23.796518297266953,14.660184443596034,0.0,0.0,4.736315503036529,0.9946702696879274,64QAM,0.009722222222222222,0.375,135.0,0.9962113273690943,1,-18.48519064108342,22
28,ml_based,23.796518297266953,14.660184443596034,0.0,0.0,4.736315503036529,0.9946702696879274,64QAM,0.009722222222222222,0.375,135.0,0.9962113273690943,1,-18.48519064108342,22
29,fixed_qpsk,8.349422112171762,42.59990626602036,0.01875,1.0,26.226567026305844,0.3466241217814676,QPSK,0.008333333333333333,0.75,90.0,0.31558558463773617,0,,-1
29,rule_based,8.349422112171762,42.59990626602036,0.01875,1.0,26.226567026305844,0.3466241217814676,QPSK,0.008333333333333333,0.75,90.0,0.31558558463773617,0,,-1
29,ml_based,8.349422112171762,42.59990626602036,0.01875,1.0,26.226567026305844,0.3466241217814676,QPSK,0.008333333333333333,0.75,90.0,0.31558558463773617,0,,-1
30,fixed_qpsk,2.7570389529541717,72.14209691963845,0.12916666666666665,1.0,38.12682329243904,1.188542879813454,QPSK,0.09583333333333333,0.0,0.0,1.0275631822303626,1,-25.89576214961622,-15
30,rule_based,2.7570389529541717,72.14209691963845,0.12916666666666665,1.0,38.12682329243904,1.188542879813454,QPSK,0.09583333333333333,0.0,0.0,1.0275631822303626,1,-25.89576214961622,-15
30,ml_based,2.7570389529541717,72.14209691963845,0.12916666666666665,1.0,38.12682329243904,1.188542879813454,QPSK,0.09583333333333333,0.0,0.0,1.0275631822303626,1,-25.89576214961622,-15
31,fixed_qpsk,25.671226100306676,8.129396988197229,0.0,0.0,3.1197268098757864,0.5424603003017932,QPSK,0.0,1.0,120.0,0.5431952028192549,1,-24.156385959886222,24
31,rule_based,25.671226100306676,8.129396988197229,0.0,0.0,3.1197268098757864,0.5424603003017932,64QAM,0.0045138888888888885,1.0,360.0,0.5431952028192549,1,-24.156385959886222,24
31,ml_based,25.671226100306676,8.129396988197229,0.0,0.0,3.1197268098757864,0.5424603003017932,64QAM,0.0045138888888888885,1.0,360.0,0.5431952028192549,1,-24.156385959886222,24
32,fixed_qpsk,27.014709813990176,5.504857931274509,0.0,0.0,3.7249975066104013,0.6714106653788869,QPSK,0.0,1.0,120.0,0.6787765530211282,0,,-1
32,rule_based,27.014709813990176,5.504857931274509,0.0,0.0,3.7249975066104013,0.6714106653788869,64QAM,0.0,1.0,360.0,0.6787765530211282,0,,-1
32,ml_based,27.014709813990176,5.504857931274509,0.0,0.0,3.7249975066104013,0.6714106653788869,64QAM,0.0,1.0,360.0,0.6787765530211282,0,,-1
33,fixed_qpsk,3.2495714838869647,71.90870271666633,0.09375,1.0,52.04130657607304,0.8265204504290319,QPSK,0.11354166666666668,0.0,0.0,0.6977376895584005,0,,-1
33,rule_based,3.2495714838869647,71.90870271666633,0.09375,1.0,52.04130657607304,0.8265204504290319,QPSK,0.11354166666666668,0.0,0.0,0.6977376895584005,0,,-1
33,ml_based,3.2495714838869647,71.90870271666633,0.09375,1.0,52.04130657607304,0.8265204504290319,QPSK,0.11354166666666668,0.0,0.0,0.6977376895584005,0,,-1
34,fixed_qpsk,11.088472659152051,33.28686887554058,0.0020833333333333333,0.25,25.335557813866536,0.2609737870225292,QPSK,0.0,1.0,120.0,0.26747693734005723,1,-21.35518115591183,-10
34,rule_based,11.088472659152051,33.28686887554058,0.0020833333333333333,0.25,25.335557813866536,0.2609737870225292,QPSK,0.0,1.0,120.0,0.26747693734005723,1,-21.35518115591183,-10
34,ml_based,11.088472659152051,33.28686887554058,0.0020833333333333333,0.25,25.335557813866536,0.2609737870225292,QPSK,0.0,1.0,120.0,0.26747693734005723,1,-21.35518115591183,-10
35,fixed_qpsk,0.605110502857864,178.10399667355244,0.1875,1.0,76.70434919880387,0.1289081422705698,QPSK,0.21458333333333335,0.0,0.0,0.1912187355294182,1,-25.772983076729005,-18
35,rule_based,0.605110502857864,178.10399667355244,0.1875,1.0,76.70434919880387,0.1289081422705698,QPSK,0.21458333333333335,0.0,0.0,0.1912187355294182,1,-25.772983076729005,-18
35,ml_based,0.605110502857864,178.10399667355244,0.1875,1.0,76.70434919880387,0.1289081422705698,QPSK,0.21458333333333335,0.0,0.0,0.1912187355294182,1,-25.772983076729005,-18
36,fixed_qpsk,28.66899268022327,3.825723481401658,0.0,0.0,3.7390813425471388,0.6533669034589334,QPSK,0.0,1.0,120.0,0.6533610380793315,0,,-1
36,rule_based,28.66899268022327,3.825723481401658,0.0,0.0,3.7390813425471388,0.6533669034589334,64QAM,0.0,1.0,360.0,0.6533610380793315,0,,-1
